-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.066,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.080,-1.000
-1.000,0.070,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.100,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
-0.100,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-0.100,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.066,-1.000,-1.000,0.066,-1.000,-1.000,-1.000,-1.000,-0.100,0.066,-1.000,-1.000,-1.000,0.033,-1.000,-1.000,-1.000,-1.000,0.100,-1.000,-1.000,-1.000,-1.000,-1.000
-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-0.100,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.067,0.044,-1.000,-1.000,-1.000,0.067,0.041,-1.000,0.084,-1.000,0.040,-1.000,-1.000,-1.000,0.100,-0.022,0.009,0.031,0.054,-1.000,0.039,-1.000,0.057
0.084,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.100,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.043,-1.000,-1.000,0.060,-1.000,0.076,0.099,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-0.100,-1.000,-1.000,0.042,0.049,0.056,0.059,-1.000,-1.000,-1.000,0.067,0.100,0.040
-1.000,0.045,0.100,-1.000,0.061,0.084,0.061,0.002,-1.000,-1.000,0.062,-1.000,-1.000,0.068,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.076,0.081,-1.000,0.066,0.036,-1.000,-1.000,-1.000,0.063,0.045,-1.000,0.057,0.044,-1.000,0.076,-0.059,-1.000,0.069,0.015,0.054
0.006,-1.000,-1.000,0.100,-1.000,-1.000,-1.000,0.069,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.062,-1.000,0.066,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.069,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.025,0.100,0.040,0.079,-1.000,0.074,0.042,-1.000,-1.000,-1.000,-1.000,-1.000,0.024,0.035,0.066,0.018,-0.020
0.100,0.047,-1.000,0.082,-0.020,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.065,0.067,-1.000,-1.000,-1.000,0.070,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.067,-1.000,-1.000,-1.000,0.061,-1.000,-1.000,0.055,0.061,0.052,0.029,0.059,0.022,-1.000,-0.041,0.100,0.002,0.059,-1.000,0.004,-0.005,-1.000,-0.005,0.051,-0.004
-1.000,0.067,-1.000,-1.000,-1.000,-1.000,0.084,-1.000,0.074,0.077,0.100,0.082,0.058,0.069,-1.000,0.065,-1.000,0.066,-1.000,0.047,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.065,-1.000,-1.000,-1.000,0.071,-1.000,-1.000,0.070,0.047,0.042,0.059,0.014,0.100,-1.000,0.075,-1.000,-1.000,-0.005,0.065,0.043,0.063,-1.000,-1.000
-1.000,-1.000,-1.000,0.061,-1.000,-0.008,-1.000,-1.000,-1.000,0.060,0.100,0.071,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-0.082,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.100,-1.000,0.100,0.089,-1.000,0.045,-1.000,-1.000,-1.000,-1.000,-1.000,-0.009,-1.000,0.063,0.062,0.074,0.045,-1.000,-1.000
-1.000,-1.000,-1.000,-1.000,0.068,0.044,-1.000,0.070,0.050,0.078,-1.000,0.064,-1.000,0.051,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.047,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.076,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.064,-1.000,0.065,0.075,-1.000,0.052,0.085,0.070,-1.000,-1.000,-1.000,0.079,0.081,0.066,-1.000,-1.000,-0.100,0.027
-1.000,-1.000,0.037,-1.000,0.100,-0.100,0.067,0.066,-1.000,0.066,0.066,0.068,0.077,0.084,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-0.100,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.062,-1.000,-1.000,-1.000,0.062,-1.000,-1.000,0.068,0.024,-1.000,0.062,-1.000,-1.000,0.067,-1.000,-1.000,0.082,-1.000,-1.000
-1.000,-1.000,0.030,0.077,-1.000,-1.000,-1.000,0.055,0.091,0.083,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.084,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.059,-1.000,0.100,0.065,0.100,0.060,0.057,0.083,-1.000,0.055,0.040,-1.000,-1.000,0.073,0.062,0.063,0.065,0.068
0.037,-1.000,0.057,-1.000,0.028,0.069,0.088,-1.000,0.059,0.030,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.086,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.061,0.077,-1.000,-1.000,0.062,-1.000,-1.000,0.027,-0.022,0.040,0.054,-1.000,0.075,-1.000,-1.000,0.064,-1.000,-1.000
0.062,0.085,-1.000,-1.000,-1.000,0.064,0.100,0.072,0.065,0.056,0.039,-1.000,0.042,-1.000,0.065,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.070,-1.000,0.081,0.068,-0.016,0.066,0.069,-1.000,0.065,-1.000,0.083,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.052,0.081,-1.000,-1.000,-1.000,0.060,0.052,-1.000,0.063,0.100,-1.000,0.054,-1.000,0.063,0.060,0.014,0.060
-1.000,0.058,0.045,-1.000,-1.000,-1.000,0.062,0.042,0.064,-1.000,-1.000,-1.000,-1.000,0.100,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.054,-1.000,-1.000,-1.000,0.068,0.079,0.086,-1.000,-1.000,-1.000,0.100,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.059,-1.000,0.080,0.058,0.078,0.069,0.019,0.065,0.072,0.078,0.062,0.055,-1.000,0.073,-1.000
0.004,0.058,0.032,-1.000,0.063,0.059,0.063,0.060,0.055,0.074,0.066,-1.000,0.059,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.059,0.062,-1.000,0.061,0.068,0.060,-1.000,-0.100,0.063,0.071,0.100,0.058,0.072,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.063,-1.000,0.065,0.100,0.008,-1.000,-1.000,0.033,0.083,0.073,-1.000,0.054,0.083,-1.000,0.068,0.037,0.076
-1.000,0.056,-1.000,-1.000,0.063,0.017,-1.000,0.062,-1.000,0.100,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.100,0.003,0.068,0.100,-1.000,0.065,0.071,0.046,-1.000,-1.000,0.090,0.068,0.076,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.048,0.073,0.100,0.073,0.045,0.043,-1.000,0.058,0.070,0.056,0.048,0.041,0.069,0.072,-1.000,0.063,0.100
0.062,-1.000,-1.000,0.043,0.033,0.100,0.062,-1.000,-1.000,0.060,0.066,0.064,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.066,-1.000,-1.000,0.067,0.060,0.025,0.066,0.074,0.067,0.030,-1.000,-1.000,0.068,0.068,0.046,0.100,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.041,-1.000,-1.000,0.065,-1.000,0.048,0.035,0.064,0.037,0.057,0.058,0.047,0.054,-1.000,0.014,-1.000,0.058,0.063
0.057,0.063,-1.000,0.037,0.070,0.058,0.045,0.100,0.061,0.067,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.035,-1.000,-0.058,0.060,0.038,0.036,0.035,-1.000,0.055,0.063,0.045,0.072,0.067,0.100,0.061,-1.000,-1.000,0.058,-1.000,0.016,0.084,0.044,0.075,0.100,0.068,0.014,0.067,0.045,0.016,0.014,-0.100,0.058,-1.000,0.001,-1.000,0.100,-0.063,0.062
0.004,0.022,0.063,0.043,0.031,0.046,0.071,0.073,0.068,-1.000,0.070,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.100,-1.000,-1.000,-0.010,0.065,0.083,0.035,0.064,0.069,0.043,0.100,0.068,0.067,-1.000,-1.000,0.019,-1.000,-0.017,-1.000,-1.000,-1.000,0.067,0.082,0.061,0.022,0.057,0.066,0.049,0.060,0.017,-0.001,0.043,0.055,0.067,0.100,-0.100,0.044,0.045,0.048
0.036,0.056,0.050,-0.018,0.072,0.046,0.055,0.061,0.050,0.051,0.065,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0.045,-0.093,0.040,0.056,0.043,0.049,0.058,0.068,0.051,0.069,0.058,0.057,0.052,0.061,-1.000,-1.000,0.063,0.100,-1.000,-1.000,0.076,0.042,-1.000,0.055,0.065,-1.000,0.062,0.054,0.076,0.023,0.043,0.028,0.021,0.052,0.028,0.100,-1.000,0.067,0.059,0.057,0.068
